0.000000, 0.000027
0.001133, 0.001454
0.002266, 0.002485
0.003399, 0.003331
0.004532, 0.004078
0.005665, 0.004750
0.006798, 0.005364
0.007931, 0.005928
0.009064, 0.006450
0.010197, 0.006935
0.011330, 0.007386
0.012463, 0.007807
0.013596, 0.008199
0.014729, 0.008565
0.015862, 0.008907
0.016995, 0.009226
0.018129, 0.009523
0.019262, 0.009799
0.020395, 0.010054
0.021528, 0.010291
0.022661, 0.010508
0.023794, 0.010708
0.024927, 0.010890
0.026060, 0.011054
0.027193, 0.011202
0.028326, 0.011333
0.029459, 0.011449
0.030592, 0.011548
0.031725, 0.011632
0.032858, 0.011701
0.033991, 0.011755
0.035124, 0.011794
0.036257, 0.011818
0.037390, 0.011828
0.038523, 0.011824
0.039656, 0.011806
0.040789, 0.011774
0.041922, 0.011729
0.043055, 0.011670
0.044188, 0.011599
0.045321, 0.011515
0.046454, 0.011418
0.047587, 0.011309
0.048720, 0.011188
0.049853, 0.011055
0.050986, 0.010911
0.052119, 0.010756
0.053253, 0.010591
0.054386, 0.010415
0.055519, 0.010229
0.056652, 0.010033
0.057785, 0.009829
0.058918, 0.009616
0.060051, 0.009395
0.061184, 0.009166
0.062317, 0.008930
0.063450, 0.008687
0.064583, 0.008439
0.065716, 0.008185
0.066849, 0.007926
0.067982, 0.007663
0.069115, 0.007397
0.070248, 0.007127
0.071381, 0.006856
0.072514, 0.006583
0.073647, 0.006309
0.074780, 0.006034
0.075913, 0.005760
0.077046, 0.005488
0.078179, 0.005217
0.079312, 0.004949
0.080445, 0.004684
0.081578, 0.004423
0.082711, 0.004166
0.083844, 0.003914
0.084977, 0.003668
0.086110, 0.003429
0.087243, 0.003196
0.088377, 0.002970
0.089510, 0.002752
0.090643, 0.002542
0.091776, 0.002340
0.092909, 0.002148
0.094042, 0.001964
0.095175, 0.001790
0.096308, 0.001625
0.097441, 0.001469
0.098574, 0.001323
0.099707, 0.001186
0.100840, 0.001059
0.101973, 0.000941
0.103106, 0.000832
0.104239, 0.000732
0.105372, 0.000641
0.106505, 0.000558
0.107638, 0.000483
0.108771, 0.000416
0.109904, 0.000356
0.111037, 0.000302
0.112170, 0.000255
0.113303, 0.000214
0.114436, 0.000178
0.115569, 0.000147
0.116702, 0.000120
0.117835, 0.000097
0.118968, 0.000078
0.120101, 0.000063
0.121234, 0.000049
0.122368, 0.000039
0.123501, 0.000030
0.124634, 0.000023
0.125767, 0.000017
0.126900, 0.000013
0.128033, 0.000009
0.129166, 0.000007
0.130299, 0.000005
0.131432, 0.000003
0.132565, 0.000002
0.133698, 0.000002
0.134831, 0.000001
0.135964, 0.000001
0.137097, 0.000000
0.138230, 0.000000
0.139363, 0.000000
0.140496, 0.000000
0.141629, 0.000000
0.142762, 0.000000
0.143895, 0.000000
0.145028, 0.000000
0.146161, 0.000000
0.147294, 0.000000
0.148427, 0.000000
0.149560, 0.000000
0.150693, 0.000000
0.151826, 0.000000
0.152959, 0.000000
0.154092, 0.000000
0.155225, 0.000000
0.156358, 0.000000
0.157492, 0.000000
0.158625, 0.000000
0.159758, 0.000000
0.160891, 0.000000
0.162024, 0.000000
0.163157, 0.000000
0.164290, 0.000000
0.165423, 0.000000
0.166556, 0.000000
0.167689, 0.000000
0.168822, 0.000000
0.169955, 0.000000
0.171088, 0.000000
0.172221, 0.000000
0.173354, 0.000000
0.174487, 0.000000
0.175620, 0.000000
0.176753, 0.000000
0.177886, 0.000000
0.179019, 0.000000
0.180152, 0.000000
0.181285, 0.000000
0.182418, 0.000000
0.183551, 0.000000
0.184684, 0.000000
0.185817, 0.000000
0.186950, 0.000000
0.188083, 0.000000
0.189216, 0.000000
0.190349, 0.000000
0.191482, 0.000000
0.192616, 0.000000
0.193749, 0.000000
0.194882, 0.000000
0.196015, 0.000000
0.197148, 0.000000
0.198281, 0.000000
0.199414, 0.000000
0.200547, 0.000000
0.201680, 0.000000
0.202813, 0.000000
0.203946, 0.000000
0.205079, 0.000000
0.206212, 0.000000
0.207345, 0.000000
0.208478, 0.000000
0.209611, 0.000000
0.210744, 0.000000
0.211877, 0.000000
0.213010, 0.000000
0.214143, 0.000000
0.215276, 0.000000
0.216409, 0.000000
0.217542, 0.000000
0.218675, 0.000000
0.219808, 0.000000
0.220941, 0.000000
0.222074, 0.000000
0.223207, 0.000000
0.224340, 0.000000
0.225473, 0.000000
0.226606, 0.000000
